Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2058,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2059,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2060,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2061,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2062,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2063,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2064,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2065,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2066,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2067,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2068,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2069,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2070,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2071,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2072,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2073,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2074,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2075,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2076,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2077,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2078,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2079,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2080,subsidies_fleet,affected_oa,indian,0.9911673504347903,0.1864251540932811,-0.8119135441542713,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2019,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2020,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2021,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2022,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2023,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2024,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2025,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2026,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2027,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2028,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2029,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2030,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2031,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2032,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2033,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2034,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2035,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2036,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2037,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2038,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2039,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2040,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2041,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2042,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2043,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2044,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2045,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2046,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2047,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2048,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2049,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2050,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2051,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2052,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2053,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2054,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2055,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2056,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2057,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2058,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2059,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2060,subsidies_fleet,unaffected_managed,indian,0.035841530409340745,0.035841530409340745,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
