iso3,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,variable,is_WTO
MDV,64281427.4104579,79579617.1962336,106911142.69475351,103490840.8715419,109178533.60310759,124120495.3903196,126158182.5582768,118512451.75224881,116890908.5437464,96509562.19859271,115292986.2584789,148395740.6757054,174787593.7281467,206064166.9244004,211469035.61199096,208037901.87080693,215676831.85005453,233787339.13833687,248184986.8717592,landed_value,TRUE
MEX,1334738859.5133677,1241162962.369735,1281601125.9760258,1277859816.5646105,1278277747.7603858,1393874109.6064842,1550275828.9004505,1509711210.3404875,1524819731.1391268,1550671495.953871,1591087818.5554981,1761748870.1590464,2012605579.7467568,2119151146.4807267,2126426400.794807,2275895250.069528,2363328615.7963305,2612607761.692638,2769350440.8339295,landed_value,TRUE
MHL,7713312.884071799,33366383.250996698,30466905.0368145,29279264.7457942,50448348.43814,48068948.655411,35582154.664572805,54626832.9059523,32499117.5751111,37653821.4122754,55874568.35033509,121109322.2495994,116692089.760592,125379437.55301122,120757818.61100978,131856340.80390732,101071096.98117276,121403212.79939896,128524750.44262089,landed_value,FALSE
MKD,192214.7839608,145418.56465199997,164532.8245128,206790.992302,175209.03739840002,280870.5886817,119172.64510590001,146639.3269504,152021.7135287,295048.71442820004,399657.5087069,344629.3744404,297196.9490917,418786.8187545227,396652.30917529133,414458.4037391626,74731.35973359937,42851.516215593096,215407.40734612464,landed_value,TRUE
MLI,53394797.1817445,49417528.322799996,49118453.677200004,56421883.846599996,57463806.5958,56758763.572,57113322.112399995,57157921.263799995,58247242.7694,58516229.122999996,60113790.9534,65990799.841070004,43514062.9407427,61620531.072895214,49539136.83173307,56676903.62525779,63601518.9383264,67323712.02531962,61570431.86748033,landed_value,TRUE
MLT,4967225.179393623,2662843.1998839886,3240932.0573352,3599125.203934399,3515174.30021603,5167028.293253803,4303797.764018093,4844783.85473751,5257403.245147975,5227355.705936097,5067501.217345168,5733660.896935893,6452980.947042409,6530190.562706586,6441362.802010144,6944813.862913466,10093660.862369042,7172280.148524515,8676437.872697609,landed_value,TRUE
MMR,487132245.406588,519950645.600734,579001453.564484,610725778.826224,715973744.41246,820468952.4911451,922147679.505573,990259262.7129469,996210014.916111,957235380.720368,1009874890.5241069,1042816788.4590356,1087656905.5518453,1073368648.8913941,1121969994.8789344,1120690372.300667,1198583584.6577783,1281648572.0641673,1225500636.368372,landed_value,TRUE
MNE,0,0,0,0,0,0,1583646.1931525662,1152251.2814796404,1834405.1643191443,1656031.2510218355,1495726.9061294491,1737072.0460991052,1513829.470573194,1693352.7642378565,1920596.9854534152,1756283.0523891477,1814951.970368469,2270161.064828665,2955990.2744407947,landed_value,TRUE
MNG,155679.83172000002,109199.70764000001,101517.1163989,143683.8775864,114544.217599,153620.2081236,147791.3265976,68306.3931765,35302.06944,31876.794441000002,38601.906630000005,30790.735679999998,25832.903816500002,23633.13369779623,21396.52486900571,27542.4711878537,6640.457859847307,9946.820626989207,11579.28346404256,landed_value,TRUE
MNP,235220.2249661,347616.2055393,252772.7482383,149418.7502447,178993.0418708,226603.1039537,207671.8439792,247956.0192254,206697.4887872,201073.2356419,271642.3267415,259324.0447969,332805.2584394,2706226.365677299,4346048.327039344,4227310.772763038,3942933.1729500853,4318961.494980558,4559808.635330685,landed_value,TRUE
MOZ,60174838.492991805,58005233.1186795,58283686.2478416,95699487.5312337,90301040.6431862,82172776.4083228,88828601.3988764,89213035.2338206,102209050.4533634,117012925.4650454,135655982.3673797,151493157.8683487,171214007.1661058,167988918.34147054,200232601.87671095,230052947.68207186,242602955.0734241,293742444.91071635,301591717.8994649,landed_value,TRUE
MRT,96324328.38224226,104832970.21586354,111327631.28626956,140923206.2405383,177916727.05901837,199078864.40333888,135451985.8620645,175759382.7660555,147362515.46837696,159106746.17229384,214669568.12020066,276124271.9357864,361537424.2928286,400958569.32046306,346984538.8002971,448960888.62660944,529702264.4183611,832642406.5124507,874845761.3869877,landed_value,TRUE
MSR,15440.7460218,14645.8794624,14810.232256,15835.1456112,14610.6334453,24871.011,25335.530075799998,18628.7582495,16966.420617900003,19509.753154600003,12898.4624784,19041.1678215,24101.1024306,26243.451891080746,24850.81746478794,20632.456170561494,19049.260446690037,16317.161547574378,19287.3513352648,landed_value,TRUE
MTQ,9215894.778768506,8565728.833582079,8320378.787857812,5630218.269879799,5827508.34533066,5567063.240656304,6835966.348402569,7829510.030963835,8881234.995157495,7056148.143989602,6373099.635125263,5096562.434687679,6240755.277354319,1840970.6406449531,1536379.90215786,1573939.8943229867,1647533.6982654962,1689374.1045353306,1730636.6810849921,landed_value,TRUE
MUS,21631799.162552346,27016106.77308903,23941739.615650844,24460124.83515618,22771788.545812424,23945882.245143984,18624454.3337959,18775061.65194389,14523823.032960096,15753998.131305201,19575868.8735743,16519569.6805607,14025155.9605673,16782222.52324989,29607266.607325096,32985116.472198892,36195502.69594655,50413080.532678165,58863245.95407372,landed_value,TRUE
MWI,40658795.39,34276584.222598,34849996.6708131,28202337.182476178,59516424.343490176,53251987.888395086,67155619.879622,58987955.1797612,64328921.8133197,63466449.9980444,95200772.4353775,82573102.49062826,100916482.47890593,92074430.71567692,97191174.04559161,117710253.41847248,127150448.85286672,177438638.31003144,196543357.6615656,landed_value,TRUE
MYS,1287977298.0540564,1148875298.9683022,1119897237.1468048,1145951189.075504,1187420140.9758499,1084670599.8517447,1216472392.2467136,1574772544.0345824,1643210099.0007093,1825387196.0679052,2017697801.8400178,1926417271.4365478,2014055246.9453955,2062462405.3572445,2101801047.0170274,2128027963.6538982,2319058972.650439,2311649927.865113,2256989522.807089,landed_value,TRUE
MYT,2068017.3311154,8613117.4725649,4162951.3575613,2243781.5510793002,1921966.3200825,2185741.8052746,3979086.1765304003,12196997.315005802,12983318.503302399,15292027.479315,22554257.475674696,46604232.229349606,58000350.1578072,52828543.07391144,2349359.3341308367,2035446.5580884225,2829917.3381217485,1393004.7008196558,2041221.1212952302,landed_value,TRUE
NAM,336829621.1749511,334093408.5896728,365673117.90016484,398498043.0850499,343012902.55369097,349027135.4322328,370353405.506317,296596210.4036265,297535565.61118215,315001449.51209813,320842959.0120174,322869112.9921456,372374666.6160204,393326812.9661703,368668865.72912556,424603987.10318136,444709547.17789143,438381053.03009814,450641971.000198,landed_value,TRUE
NCL,5831373.457917499,4382718.4885709,4006586.2708542,4255704.0696819,5044270.6477702,4835404.8318837,5001281.390304601,5487929.5976315,5660157.7908068,5745100.706021801,6876175.4495261,7851463.655713,7825874.2278395,8279095.879801598,9176462.280936696,8856135.78271075,8711082.348602721,8223282.881983041,6998119.7623089,landed_value,TRUE
NER,5952464.154,7832254.8928000005,9094080.845468001,21010946.078472,19328303.9440988,20993922.322202798,13525626.469446,10976283.5478432,12018750.0048,17339404.771218598,26120036.85177,35843580.519605905,32407853.0489862,27246236.69626638,30351714.086242855,17456926.6375719,22570585.610311374,18913649.258340076,22254193.720035143,landed_value,TRUE
NFK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,landed_value,TRUE
NGA,451929012.9328417,457517173.58317465,427737648.6539019,471613136.47816855,437202582.2943797,500779350.9266461,578606056.9154155,554203593.3169686,592267577.0067943,650380499.9617049,732630350.1119816,748687230.2310404,794072109.1095859,864174978.1565686,931092224.308714,920863744.1194062,954113652.4029639,1239531713.6697388,1236298770.361695,landed_value,TRUE
NIC,166154761.1865916,128671697.61851151,124544280.26487291,99750431.34253144,107788807.03433822,125321290.52817808,129290501.4581402,117889873.10156684,126810673.60243332,112649980.93433726,131997447.02751367,141684939.5543323,146566573.99762398,168070322.66378623,196522867.68440256,211533531.62136632,211202229.5685004,220326241.12923652,218731507.23843247,landed_value,TRUE
NIU,228723.54226000002,208193.64242,242816.7931,287130.96508000005,290584.5650052,208089.51793799998,502163.9917312,500167.27123059996,623140.8812436999,292361.3170609,184277.76899850002,12314.159813500002,16660.201232,86959.6923613127,88370.34186930516,88475.23536275473,89591.3618588906,91499.97549592829,93734.84149337496,landed_value,FALSE
NLD,337291486.9921952,319342092.3831806,305591289.9169777,333488313.74712354,339038829.6604714,330313636.7810545,329613770.827721,355988583.8493523,347261028.11388755,333154022.92025805,329376713.1797375,348194973.8499883,330796152.1562116,332360377.2964836,369030688.94931734,366739093.72598636,372586541.2326756,421736884.26071405,396886479.46173906,landed_value,TRUE
NLD-T,360556368.04136777,344062911.39831924,320710276.82673836,352718418.90884995,360292549.5725492,331260154.1663295,336622956.4589812,361113533.9249211,368084083.3370921,357298657.3135561,352671262.75582343,387003184.4169168,378035382.8452546,377927943.2960729,421835623.4246158,422017915.8242473,440436641.67977536,485536901.4705082,469610697.0083587,landed_value,TRUE
NOR,1199165252.8474445,1384072615.5351307,1367566902.3552253,1273757436.5607152,1284671983.9180107,1406900657.6135175,1436318123.8386953,1544941092.5046954,1548503365.109294,1481211602.6348536,1845854989.110179,1926760250.5698676,1790307090.3836873,1868586848.3817003,2002333560.919599,1996055910.0792205,1899774071.5277288,2118811887.8174493,2147630604.301772,landed_value,TRUE
NOR-T,1199165252.8474445,1384072615.5351307,1367566902.3552253,1273757436.5607152,1284671983.9180107,1406900657.6135175,1436318123.8386953,1544941092.5046954,1548503365.109294,1481211602.6348536,1845854989.110179,1926760250.5698676,1790307090.3836873,1868586848.3817003,2002333560.919599,1996055910.0792205,1899774071.5277288,2118811887.8174493,2147630604.301772,landed_value,TRUE
NPL,6117301.62288,6288396.9572,6909339.86137,7104453.0886176,7491191.830974599,8387411.527141799,9074206.1140416,7421397.31269,8624937.42,7615012.00535,8299409.92545,8275010.214,9105039.86975,9238406.809138525,9388271.1159923,9399414.77045801,9517989.599114474,9494692.416671516,10222191.442056773,landed_value,TRUE
NRU,190219.8159354,189897.6131714,174050.4758638,190315.9723044,152833.7867522,180253.5058922,241705.8855212,333852.8902422,401143.2230346,476735.8923395001,581545.4611662,699535.5641034,635253.3087480001,671897.1799740526,692085.9470332073,692907.4365874631,701648.5531968056,716596.1549438182,734098.8523151004,landed_value,FALSE
NZL,562019670.6376126,536349821.7771045,577139587.0478841,529268091.7878788,584491671.4834857,597954064.896763,535833797.3386177,527266016.38455623,508745267.3409137,500021678.8400262,531947228.3759393,565045429.7018173,563595422.7368547,574319720.7211279,572166007.0870112,562581707.7344517,580931211.4195513,583863686.0211288,570123538.0260656,landed_value,TRUE
NZL-T,562121563.5134165,536425563.1893305,577202687.2509296,529321560.649927,584541061.8869009,598002517.933449,535879997.4631753,527310013.56494707,508785010.1188663,500059505.5291406,531977094.0815769,565077694.2285187,563974016.8525157,574635163.2916589,572316548.0149974,562907817.5966322,581261435.1996698,583997895.5194504,570242448.6190298,landed_value,TRUE
OMN,142498351.2493769,124684420.46638359,154868608.41480452,161567971.6638496,199294873.09191906,194439060.81874865,168718038.67985442,191376896.02937093,194981722.80877,202456559.6579369,238798980.97894114,249659214.27816778,272395624.96618694,293301546.68253094,299244973.91442466,356363583.131285,388153962.8610703,481525464.43333095,602613812.878681,landed_value,TRUE
PAK,659683535.302379,600714577.441407,598803183.3214077,530278906.40618,526091990.2898381,495845541.1894076,547766932.730574,588049523.1990252,597469765.964209,558565261.3823348,654141249.6567861,639978184.726881,662254205.3717151,690310593.5034043,651252042.1350332,693176510.2633367,757878897.5010923,796909902.4253141,744569302.9812962,landed_value,TRUE
PAN,221519514.0064365,287868513.503924,255257096.86576498,216628259.3096073,210637414.88811597,255405118.95428786,278453353.89694387,271231737.00575274,258578067.4907118,285127405.6109937,210571025.4525638,221012114.08100906,217782967.72638768,322795431.0464933,237452820.73721734,221893983.78112748,231013100.67731038,236530340.3622771,269731172.5434897,landed_value,TRUE
PCN,2339.506973,2288.418666,2314.09879,2328.697884,1413.9322689,1492.26066,1551.1549025999998,1596.7507071,1641.9116727,1581.8718774000001,1612.3078098,1731.0152564999999,1763.4952998,1789.3262653009601,1818.3524974235077,1820.5108385789554,1843.4768174216165,1882.7494093355053,1928.73513352648,landed_value,TRUE
PER,9342588944.982382,6103299867.973953,8269926130.19922,5126769497.862889,8894341431.746275,7769206290.204834,6549888493.136853,7537124865.652086,7813956683.215644,7896862704.570173,4765881957.8848305,8849672390.86296,5789581752.166598,7109370541.376206,4611085758.104649,6218281789.721546,4974919558.828911,5585531631.216651,9579611601.268373,landed_value,TRUE
PHL,2017832493.4171538,1870277403.7949886,1981468812.219731,2221552100.095896,2240376830.955553,2403657462.7386723,2442956402.842646,2912398924.0488467,3008214088.001028,3059831957.843055,3219607649.725494,3142090181.822922,3248595658.9409866,3267956028.485787,3330848173.076786,3172654402.6365476,3091774243.542811,2986534947.705076,3350959118.9207897,landed_value,TRUE
PLW,1004186.4903353,866199.421507,738628.9355882,766176.3128756,786205.0212229,616436.269872,645982.8627672,923337.542777,786344.7420075,1108137.5543226001,629874.91881,629853.8230411999,647908.5371336001,669519.7670531205,689667.5995158314,705649.3659296505,680145.963792487,684271.415855127,519953.2417824794,landed_value,FALSE
PNG,97110113.859269,114741489.6969294,132052855.2576097,145364858.0988886,213624040.6032137,219360476.67075643,214469073.0477022,224953041.2201907,214831041.83919272,201914228.87856522,220433894.6683913,218868644.55202588,391734830.24169374,327128677.8226874,397661425.3707861,361791022.2870324,493653289.88208276,535346107.94429296,379362662.1223995,landed_value,TRUE
POL,99175697.88427524,99843612.85997829,91844297.1172675,73164808.26340245,81441557.93173942,77838758.85047251,87684665.45891379,89177413.33810243,87132729.201279,102112191.99817775,103400018.62402377,111137113.44034806,111938008.57987754,116357870.66297674,116812299.79604337,116653442.79306766,136019064.2009365,116207727.56790242,120096458.96560922,landed_value,TRUE
PRI,14500695.9279615,15404837.451003501,9675517.8577563,10797819.3819513,7266069.8304594,10753294.5719892,9087056.7411506,7208663.602834099,8805982.1621139,9162731.1075793,9885945.173444599,7585974.126120199,5661373.5511292005,6307002.829928459,7885111.653305905,8363642.66665353,6063371.445726357,4601074.1748657115,6449381.906724838,landed_value,TRUE
PRK,157749925.2788787,155342839.85114795,154457075.03416315,158269810.6937379,165757973.10690105,176523439.03365263,195539740.91070947,192325877.49334106,200068562.1476242,194188637.58748683,212037969.56659526,227521766.28778476,224583042.54685986,223077656.98957115,245521994.29570928,239088024.4047856,229764083.07183936,234365107.15974036,240089421.3591748,landed_value,FALSE
PRT,193918736.67702633,184031043.14440337,193465581.26972985,212498374.8405845,208692130.425863,227835006.6382911,241582833.86094606,278947272.44391364,275572581.2928854,248592282.4829485,272224004.6881893,283942712.2126624,282951342.5957422,288123461.7204461,283161255.19589245,266215017.84110773,264020218.8066421,262465551.09416947,273834142.0212848,landed_value,TRUE
PRY,7324518.7095,6704531.812000001,6491850.22226,8845700.226,9029968.79204,8259788.49924,8170814.2716,7730943.92994,7617427.452,7512013.140980001,7068672.65706,7009927.9776,6940598.60351,6827537.327239127,6676480.987496688,6422283.2308655325,6237871.870614602,6098699.47132642,6076844.146220386,landed_value,TRUE
PSE,2108571.1636462556,1451145.82576656,1567903.621158306,1334221.3071020823,1586062.1495694034,1683987.601690564,1603509.310133526,1890247.947000823,2199175.3376196455,2296590.3092637327,2414357.684652878,2087367.7241684136,2614969.8310412248,2126858.2566344184,3203312.66967251,4003110.10494439,4160396.710292051,4868365.818601348,4832168.3159521595,landed_value,FALSE
PYF,16590568.5099214,17208049.128882002,15297466.986919899,13322928.6877737,12584104.9479537,13453699.298553,15432884.9409004,14798839.6149816,13570126.57476,15020650.9514118,16392343.401759202,19996095.6979031,23233416.634634603,21949789.01834499,23441121.867297243,22945548.742049728,21865628.880310763,21803343.114635583,23805733.33905169,landed_value,TRUE
QAT,14633434.763302144,19227361.716869194,14734838.4117689,23289375.123375792,21549658.062625047,29952512.5892139,31199445.7166877,28992699.3870771,36246537.6785501,26745742.3272123,27994858.4140222,27912824.665177498,26688213.4967098,29899048.386560768,38704378.636589125,36230010.43347175,35075959.914161846,39360894.36943125,37730069.271844715,landed_value,TRUE
REU,9508560.8153423,8220106.917467699,5137525.8199868,5451996.2277314,6968712.222577,9797164.529147,7983429.5144552,8978029.1123783,6440558.4511997,5811926.0422142,6724379.696728599,8066793.9593795,6871216.968674201,7487034.321400124,7167497.373156876,7795759.583076992,8648802.984053222,6017721.525319037,6554463.58165029,landed_value,TRUE
ROU,6362617.84955055,6250010.4269933,5420470.08654992,7607276.06085447,3945448.2232824,4671730.216721821,5448499.797162879,5531097.35639696,5498967.237767479,4719350.142521577,2595911.25101722,3640643.849072287,4381045.1243476,7185660.564958932,9717915.229726959,18482307.27685088,26755714.09854604,36565869.60980476,29212446.4080511,landed_value,TRUE
RUS,3079082777.9026484,2864385570.4745116,2541191252.1628366,2628695737.8897524,2441884597.3155227,3134821114.9333043,3237665685.529806,3774971488.1997867,3945286587.379782,4491256855.889629,4913086787.635023,5709786940.002762,5772960258.560167,5834655556.712948,5740335510.721486,5935576054.780824,6566737157.588105,6651569770.055282,7635506813.512845,landed_value,TRUE
RWA,4180216.384512,4276228.891448,4445485.721275,2842101.4312982606,5958201.686634714,4100430.8405399784,4971815.1090678,5342471.2900868,6650472.303045699,6214955.0253641,7152861.0287778005,9645975.576078493,10910845.122273013,12705171.537941225,14890007.080574637,18509362.150194734,14474534.093847161,14777262.388834137,14553620.115443433,landed_value,TRUE
SAU,104834257.96541524,111844101.51641996,115079185.19239372,110915998.60146974,115120647.73419026,130113718.23554954,130105784.90901491,142374981.56791538,154821214.45564285,141691580.64804292,148844977.7524234,151919337.06210637,155941030.13599074,172520389.13561666,171488717.27606615,170595887.62904873,171163136.47207096,174660469.8915061,181278261.6012828,landed_value,TRUE
SDN,31604649.8116356,35115991.9571221,35086428.5859314,35139982.9499492,37412858.7790702,37009324.8632587,36973284.2280722,39752931.4684537,48111780.5557037,52828994.2718856,54290574.095385596,54679239.1078701,26356076.181713704,26446472.569396306,26618697.536301453,26159683.636234578,28368797.751147952,31078271.70400577,36679803.98053163,landed_value,TRUE
SEN,312844350.996979,308662681.9222431,290251615.1228786,314155381.28186697,282942389.1188565,261948250.7945873,262926567.11990386,285760920.5725027,331928068.178825,425061528.6374277,389239323.3319181,384014544.9871526,416886066.9520843,444140830.52975434,480766897.085784,395019551.27789533,509170138.1642451,583374295.604737,565509678.6242206,landed_value,TRUE
SGP,5409294.2848959165,3402804.5319570554,2757003.912240894,2333583.8716785144,2510331.44341199,2303390.280046515,4311840.036468566,6656763.358192473,2785007.064929429,4055398.997831806,3294489.7366899303,2842838.313926015,3437674.527992722,3193789.0127908364,2837614.886582274,2666218.4014284275,2619033.5745362826,2311976.2307277005,2760754.2474972312,landed_value,TRUE
SHN,5329398.379410203,6940966.4384212,5554627.7234294005,8534483.178646578,6296262.298870689,6672879.759653401,9086382.783646729,7192309.8542275075,8702183.889020815,8940944.99815476,11005531.498106332,10849242.312617932,6277320.067843593,6833628.166183394,6700314.917215614,5808045.375911369,7967683.738514645,7990449.507650392,8840273.109780515,landed_value,TRUE
SJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,landed_value,TRUE
SLB,16293548.7941825,19646265.1256933,17707125.9550655,25464781.1133031,27307068.3711762,22419436.7429035,30340204.5451898,27074933.006020598,22857118.6453844,23897188.692577403,40975574.3723946,45333301.5655014,50751851.640805,48573730.52703904,127338823.39147335,128322494.07221058,99375051.21110348,85140274.5047935,109468724.46477653,landed_value,TRUE
SLE,66848743.993674085,56214791.940797396,46706377.59355132,68148463.2222326,95415523.0605085,103801245.3835454,107249052.7087249,114789341.9285088,182939482.64466873,202548107.28801072,230236868.29999647,212059229.97381228,310520551.1975127,314351570.99720037,321863988.0995677,315346026.2881367,319324157.0492278,326126893.6985451,334092468.57033527,landed_value,TRUE
SLV,10398391.5664111,23537550.897274,47414498.1082587,36962476.954559475,41610038.66207043,35182334.30936378,36841824.7002779,56727571.6231144,51020738.2813963,39045927.037559,34678788.1963764,69147826.3932691,71246139.6940916,77288654.41150664,94143865.43127957,75715324.97982377,90239813.78033864,89980117.93252254,97081148.77520506,landed_value,TRUE
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,landed_value,TRUE
SOM,19947119.369132,26887410.286536,24002980.03472,24209252.6008,24253599.869969998,21639357.999420002,27996873.633259997,27816088.79037,27763487.27783,24832216.44564,24973375.22048,26399636.41145,27806792.03392,28214094.670792364,28671780.26839589,28705812.9894667,29067940.519721936,29687190.707747024,30412293.55846211,landed_value,TRUE
SPM,11378372.110515136,7079375.701379829,5679206.368331011,5965567.276030044,9258018.335984813,9549872.945221594,6423119.795531583,11161436.971720338,10091801.47519757,7141454.990193467,10103115.392196575,7673101.329030496,9578125.709716521,6962107.580609125,4932355.767090736,9324093.876907788,7687053.61393075,10271922.158395633,11489687.81342078,landed_value,TRUE
SRB,0,0,0,0,0,0,2506572.9197257,2348872.6624731002,3178589.7585014002,3390184.9665717,3580891.2969437,4107939.9886632,2958893.7906968,3092995.632060411,2283186.5143155647,1938455.4271799482,1281005.5029591892,1416579.8210771077,1369242.426556041,landed_value,TRUE
SSD,0,0,0,0,0,0,0,0,0,0,0,0,15669138.3805,15898653.578517463,16156559.594963495,16175737.046834711,15494401.672977049,14920230.94048381,14821482.833974479,landed_value,TRUE
STP,4534360.3196524,5136704.7005008,5194059.6831032,5822050.5439662,5733226.1293468,6473024.9889681,5744920.7746668,6807056.0672969995,7087860.6808344,7163398.227525501,7836136.7054881,9416757.4652394,10493126.1273055,11619304.190556945,13012271.087212773,20195299.10348387,17146755.09825238,17322182.937457386,14578101.417463357,landed_value,TRUE
SUR,30434322.8912104,37818700.787099995,40717553.1269974,55772103.651137404,50037161.3902984,41687353.9706928,33186157.7327262,51300224.622345306,27550743.7425391,42073613.6359206,43743931.5478542,39608036.680865,46861951.9387052,46948026.75585696,42449240.10938603,48910042.770343535,50489429.1292719,51504562.747407906,52762549.92580516,landed_value,TRUE
SVK,1464134.2941722164,1600411.394732957,1775393.2629216127,1626129.0796006012,1587995.8961058247,1696529.234007838,1665807.7021826457,1916519.0989113646,1694246.7899408438,1836666.5226817715,1687478.339400028,2090782.613349543,1664920.6131547773,1703803.7526302703,1717602.3138916139,1765690.9681173617,1698753.5210456608,1735755.7055259855,1829352.0579160291,landed_value,TRUE
SVN,1330608.438599953,1279231.3542548819,1139238.04635024,1102254.7104105672,995214.124938332,1193999.307473266,1139695.0900609687,1233605.411469793,944139.74111819,1065828.8716168073,933471.0654327777,1133077.1002653833,849677.8136683,688367.7315923674,685669.5916255215,623479.6948757487,590966.1319573136,585189.0025396768,583965.1006486366,landed_value,TRUE
SWE,94308842.14495018,130703218.80900916,90049448.44355212,111728156.74520269,103035147.27491687,93709926.31008136,86655723.38887316,93088410.78578427,91062829.79293269,76367393.39785178,75953402.52743806,83642020.82597402,86794978.06297489,117716729.0652458,109472564.79056399,132155307.82000847,103664395.77251953,138410257.00945568,121828941.70916446,landed_value,TRUE
SWZ,18315.27432,18827.5358,23159.798418000002,22568.148312,22533.288708,25183.640676,27200.857656,22153.424813999998,24069.5928,21251.196294,23161.143978,23093.05176,25409.41359,25781.60039759589,28383.145234395328,28416.835352547467,28775.317392671663,29388.333670649932,30106.13700651066,landed_value,TRUE
SXM,0,0,0,0,0,0,0,0,0,0,0,177914.11364299996,169940.767243,172429.99083001973,175227.12908019742,175435.1195137248,177648.25615517262,181432.79382999626,185864.2483692431,landed_value,TRUE
SYC,40723524.5226631,65011823.1404895,73419338.10265309,87796241.10582349,128123791.72168641,124221196.7822489,102315381.1054877,87653127.7397427,88811970.2129059,98345599.51039219,103116671.08943449,132379683.146302,149666990.6506983,151328676.69728664,148455855.79033548,209350539.14151424,242261333.2998408,273480529.04268837,271101916.7893529,landed_value,TRUE
SYR,5350745.442288838,6265666.052028197,6821482.143500663,8540908.809020897,8346715.48078506,8597568.161916038,7762284.019046489,6998113.321612452,6594464.112767353,5969771.301276361,6551816.382396802,5721311.296875181,5224918.421979677,4649855.263316857,4286469.932504947,4475330.9269860275,5177449.981757169,5172306.801529129,5421508.526613254,landed_value,TRUE
TCA,10206746.160869,15779671.212965999,16188887.11971,10987291.93664,8691375.712052999,16459416.641728,17363503.342106,17069831.587214,16293661.50735,17385266.1889338,17210543.022096,14669877.21175,10572306.73945,8270474.754426364,6773149.797459729,7119730.24734756,8580660.912810003,8785266.590741673,8148435.3469571825,landed_value,TRUE
TCD,30476616.468480002,28241303.700000003,27019764.821000002,26705642.1692,27791056.0732,32319005.534199998,35814462.5804,30276347.2458,34098589.8,31168421.231200002,35127735.033300005,36563998.62,42349022.65,51563200.79519177,52408386.01587888,43718208.23468841,48696690.97221358,48398064.27345726,49559333.22610216,landed_value,TRUE
TGO,20329622.967860874,17055741.899544742,16614775.119203944,23214968.95239879,23550921.451938044,21007121.954546038,25010133.55674295,16823278.554214478,22346176.43433494,30937366.74132738,28067875.698026106,29924091.146878008,15934147.923950039,17493018.809453487,14106526.338388396,18893327.340937153,35325240.31114277,25945054.254206873,23138140.447939824,landed_value,TRUE
THA,2983402444.5663877,2794739374.3934402,2843093874.829007,2880444309.346635,2915284933.0464377,2946824395.1810126,2788100523.0884404,2631749542.7114215,1889033596.4983563,1926948528.21968,2019537431.3653944,2054263958.550792,1971331507.3470225,2032530966.088125,1914860362.158333,1666640003.5320606,1770867833.3803148,1788737102.4451692,2060761994.1711729,landed_value,TRUE
TJK,98560.9925312,118278.6079056,160792.03418729999,137815.85759559998,155727.77972480003,144781.1223765,169452.2562516,171048.06866750002,291105.2054951,381128.0356408,486281.0612166,538169.3514767999,360083.627079,584406.3311673264,588483.7307727259,617374.1770299735,618196.3142052813,563956.9237078767,578074.3722271542,landed_value,TRUE
TKL,101892.87580400001,75741.412226,63100.2030455,53468.862048200004,49390.4034152,48453.036686,46200.1245576,43997.1803908,39742.7779526,37826.689114400004,29865.7056376,32264.5267014,378594.115661,315442.57053101953,150540.92798624263,326109.8621805722,330223.78011860995,134209.4983216417,118910.59296410902,landed_value,TRUE
TKM,7949310.0951037,8196288.6808962,8304629.7225149,9418372.9402494,9855880.4739926,10020199.5225541,10441379.526002,10282362.3618974,10527256.0820915,10668942.0245975,10525397.3218081,10895810.1198636,10685376.0613854,10841891.12577924,11017766.959363634,11030844.78662937,11170000.315186486,11407960.923050206,11686597.762338318,landed_value,FALSE
TLS,2083045.9092279999,2075117.493719,2137169.6639119997,2232965.0925307,2345513.190722,2264548.6925435,2188525.9870289997,2022489.6263205,2240794.849417,2082223.532174,2112282.1660390003,2226656.6285159998,2294556.147246,2328165.8771308763,2365933.0996211967,2368741.405924394,2398623.384026023,2449722.5659770705,2509556.4799885945,landed_value,TRUE
TON,3745182.7353958,4933601.6439885,4576637.3209511,3974840.6563227004,2350657.9510991997,3101044.34618,4211025.481191,4056154.3281312003,3208620.120979,2427896.8510996,2845193.2098153997,2670811.0581712,2385413.2683786,2073895.804935675,2899619.090919123,2700268.6509382227,2680259.0806563953,2097366.344908304,1856252.4969258881,landed_value,TRUE
TTO,15038306.5648105,15764869.4976594,19648775.8081525,14907125.0234388,14820558.3251282,17749347.3599772,13969840.4841298,13267420.153500399,14975557.3780561,15505277.034572601,15121998.420315,16384168.1761878,15393129.505156301,17852452.337745525,18371317.15458721,15838473.95181346,18260570.910615973,18277893.713666555,19137301.8460634,landed_value,TRUE
TUN,158871394.0870057,161707315.08302906,156729614.94229394,146173747.82798395,177695088.28414682,189802218.24069396,175251815.11258894,161529855.16450402,152354884.23595756,145721239.18811086,155358787.8728292,168797511.4614079,189769056.11758813,197118197.25206527,209776704.37928876,227259084.27957433,233278135.6676338,243355575.7904859,221421640.80233917,landed_value,TRUE
